desc,shortDesc,condition
"""36.4GB 15K U320 NON HS SCSI **Refurbished** Harddrives / SSD""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  2 Year  Volume  PC,New
"""36.4GB 15K U320 NON HS SCSI **Refurbished** Harddrives / SSD""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  2 Year  Volume  PC,Refurbished
"""36.4GB 15K U320 NON HS SCSI **Refurbished** Harddrives / SSD""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  2 Year  Volume  PC,Renew
"""INTELL 73GB 15K U320 SCSI N/HS **Refurbished** Processors""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  1 Year  Volume  PC,New
"""INTELL 73GB 15K U320 SCSI N/HS **Refurbished** Processors""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  1 Year  Volume  PC,Refurbished
"""INTELL 73GB 15K U320 SCSI N/HS **Refurbished** Processors""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  1 Year  Volume  PC,Renew
"""73GB 15KRPM **Refurbished** Harddrives / SSD""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  2 Year  Volume  PC,New
"""73GB 15KRPM **Refurbished** Harddrives / SSD""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  2 Year  Volume  PC,Refurbished
"""73GB 15KRPM **Refurbished** Harddrives / SSD""",Lenovo Utimaco SafeGuard Enterprise for ThinkVantage Technologies  Maintenance Renewal  1 License  2 Year  Volume  PC,Renew
"""XSERIES 206M 36.4GB 15K 3.5   S **Refurbished** Memory""","REFURBISHED ITEM  HP Laptop 15dy0025ds Notebook (NONTOUCH), Windows 11 Home in S mode, Intel Celeron N4020 DualCore Processor 1.10GHz, 4GB DDR42400 MHz RAM (1x4GB), Intel UHD Graphics 600 (Integrated), 128GB SATA 3 M.2 SSD, Finish: Natural silver (Top Cover) & Natural silver with a vertical brushed pattern (Keyboard deck), Integrated HP True Vision 720p HD Webcam, NO OPTICAL DRIVE, 15.6inch diagonal HD microedge BrightView display (1366x768), Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) WiFi + Bluetooth 4.2 (MUMIMO supported), 1 Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, Fingerprint reader, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Refurbished
"""XSERIES 206M 36.4GB 15K 3.5   S **Refurbished** Memory""","REFURBISHED ITEM  HP Laptop 15dy0025ds Notebook (NONTOUCH), Windows 11 Home in S mode, Intel Celeron N4020 DualCore Processor 1.10GHz, 4GB DDR42400 MHz RAM (1x4GB), Intel UHD Graphics 600 (Integrated), 128GB SATA 3 M.2 SSD, Finish: Natural silver (Top Cover) & Natural silver with a vertical brushed pattern (Keyboard deck), Integrated HP True Vision 720p HD Webcam, NO OPTICAL DRIVE, 15.6inch diagonal HD microedge BrightView display (1366x768), Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) WiFi + Bluetooth 4.2 (MUMIMO supported), 1 Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, Fingerprint reader, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Recertified
"""XSERIES 206M 73GB SAS HDD **Refurbished** Harddrives / SSD""","REFURBISHED ITEM  HP Laptop 15dy0026ds Notebook (NONTOUCH), Windows 11 Home in S mode, Intel Celeron N4020 DualCore Processor 1.10GHz, 4GB DDR42400 MHz RAM (1x4GB), Intel UHD Graphics 600 (Integrated), 128GB SATA 3 M.2 SSD, Finish: Pale gold (Top Cover) & Natural silver with a vertical brushed pattern (Keyboard deck), Integrated HP True Vision 720p HD Webcam, NO OPTICAL DRIVE, 15.6inch diagonal HD microedge BrightView display (1366x768), Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) WiFi + Bluetooth 4.2 (MUMIMO supported), 1 Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, Fingerprint reader, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Refurbished
"""XSERIES 206M 73GB SAS HDD **Refurbished** Harddrives / SSD""","REFURBISHED ITEM  HP Laptop 15dy0026ds Notebook (NONTOUCH), Windows 11 Home in S mode, Intel Celeron N4020 DualCore Processor 1.10GHz, 4GB DDR42400 MHz RAM (1x4GB), Intel UHD Graphics 600 (Integrated), 128GB SATA 3 M.2 SSD, Finish: Pale gold (Top Cover) & Natural silver with a vertical brushed pattern (Keyboard deck), Integrated HP True Vision 720p HD Webcam, NO OPTICAL DRIVE, 15.6inch diagonal HD microedge BrightView display (1366x768), Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) WiFi + Bluetooth 4.2 (MUMIMO supported), 1 Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, Fingerprint reader, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Recertified
"""Harddrive 146Gb **Refurbished** Harddrives / SSD""","REFURBISHED ITEM  HP Laptop 15dy0027ds Notebook (NONTOUCH), Windows 11 Home in S mode, Intel Celeron N4020 DualCore Processor 1.10GHz, 4GB DDR42400 MHz RAM (1x4GB), Intel UHD Graphics 600 (Integrated), 128GB SATA 3 M.2 SSD, Finish: Pale rose gold (Top Cover) & Natural silver with a vertical brushed pattern (Keyboard deck), Integrated HP True Vision 720p HD Webcam, NO OPTICAL DRIVE, 15.6inch diagonal HD microedge BrightView display (1366x768), Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) WiFi + Bluetooth 4.2 (MUMIMO supported), 1 Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, Fingerprint reader, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Refurbished
"""Harddrive 146Gb **Refurbished** Harddrives / SSD""","REFURBISHED ITEM  HP Laptop 15dy0027ds Notebook (NONTOUCH), Windows 11 Home in S mode, Intel Celeron N4020 DualCore Processor 1.10GHz, 4GB DDR42400 MHz RAM (1x4GB), Intel UHD Graphics 600 (Integrated), 128GB SATA 3 M.2 SSD, Finish: Pale rose gold (Top Cover) & Natural silver with a vertical brushed pattern (Keyboard deck), Integrated HP True Vision 720p HD Webcam, NO OPTICAL DRIVE, 15.6inch diagonal HD microedge BrightView display (1366x768), Realtek RTL8821CE 802.11a/b/g/n/ac (1x1) WiFi + Bluetooth 4.2 (MUMIMO supported), 1 Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, Fingerprint reader, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Recertified
"""73GB 10K U320 Hard Drive **Refurbished** Harddrives / SSD""",43W7726 50 GB Internal Solid State Drive  Retail Pack  1.8  SATA/300 refurb,Refurbished
"""146 GB 10K HS SAS **Refurbished** Harddrives / SSD""",AMD Opteron 2220 Dualcore (2 Core) 2.80 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  90 nm  72&deg;C,Refurbished
"""300GB 10K 3.5   SAS HS Drive **Refurbished** Harddrives / SSD""",AMD Opteron 2220 Dualcore (2 Core) 2.80 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  90 nm  72&deg;C,Refurbished
"""73Gb 3.5   Sas HotSwap Hdu **Refurbished** Harddrives / SSD""","HP ProLiant DL185 G5 2U Rack Server  Refurbished  1 x AMD Opteron 2218 2.60 GHz  2 Processor Support  1 GB Standard/32 GB DDR2 SDRAM Maximum RAM  Serial Attached SCSI (SAS) RAID Supported Controller  Gigabit Ethernet  RAID Level: 0, 1, 1+0, 5 x 750 W  Server Engines Graphic Card",Refurbished
"""146 GB 10K HS SAS **Refurbished** Harddrives / SSD""","HP ProLiant DL185 G5 2U Rack Server  Refurbished  1 x AMD Opteron 2218 2.60 GHz  2 Processor Support  1 GB Standard/32 GB DDR2 SDRAM Maximum RAM  Serial Attached SCSI (SAS) RAID Supported Controller  Gigabit Ethernet  RAID Level: 0, 1, 1+0, 5 x 750 W  Server Engines Graphic Card",Refurbished
"""36.4 GB SCSI Ultra320 **Refurbished** Harddrives / SSD""","REFURBISHED ITEM  HP 15zef100 Notebook (NONTOUCH), Windows 10 Home 64Bit, AMD Athlon Gold 3150U DualCore Processor 2.40GHz, 8GB DDR4 2400 RAM (1x8GB), AMD Radeon Graphics (Integrated), 128GB M2 SATA3 TLC SSD, Finish: Natural Silver, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch HD LEDBacklit SVA BrightView Display, Wireless AC 1x1 + Bluetooth 4.2, Multiformat SD media card reader, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Refurbished
"""36.4 GB SCSI Ultra320 **Refurbished** Harddrives / SSD""","REFURBISHED ITEM  HP 15zef100 Notebook (NONTOUCH), Windows 10 Home 64Bit, AMD Athlon Gold 3150U DualCore Processor 2.40GHz, 8GB DDR4 2400 RAM (1x8GB), AMD Radeon Graphics (Integrated), 128GB M2 SATA3 TLC SSD, Finish: Natural Silver, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch HD LEDBacklit SVA BrightView Display, Wireless AC 1x1 + Bluetooth 4.2, Multiformat SD media card reader, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Recertified
"""73GB 10KRPM SAS HD SFF **Refurbished** Harddrives / SSD""",HP ProLiant ML110 G5 4U Tower Server  Refurbished  1 x Intel Xeon 3065 2.33 GHz  1 Processor Support  512 MB Standard/8 GB DDR2 SDRAM Maximum RAM  160 GB (1 x 160 GB) HDD  Serial ATA RAID Supported Controller  Gigabit Ethernet365 W  DDR2 SDRAM Graphic Card  DVDReader,Refurbished
"""36.4Gb Hard Drive 10Krpm 2.5In **Refurbished** Harddrives / SSD""",HP ProLiant ML110 G5 4U Tower Server  Refurbished  1 x Intel Xeon 3065 2.33 GHz  1 Processor Support  512 MB Standard/8 GB DDR2 SDRAM Maximum RAM  160 GB (1 x 160 GB) HDD  Serial ATA RAID Supported Controller  Gigabit Ethernet365 W  DDR2 SDRAM Graphic Card  DVDReader,Refurbished
"""73GB 10KRPM SAS HD SFF **Refurbished** Harddrives / SSD""","HP ProLiant ML110 G5 4U Tower Server  Refurbished  1 x Intel Xeon 3065 Dualcore (2 Core) 2.33 GHz  1 Processor Support  1 GB Standard/8 GB DDR2 SDRAM Maximum RAM  72 GB (1 x 72 GB) HDD  Serial Attached SCSI (SAS) RAID Supported Controller  Gigabit Ethernet  RAID Level: 0, 1365 W  DVDReader",Refurbished
"""HDD 73GB 10K RPM 3.5   SCSI **Refurbished** Harddrives / SSD""","HP ProLiant ML110 G5 4U Tower Server  Refurbished  1 x Intel Xeon 3065 Dualcore (2 Core) 2.33 GHz  1 Processor Support  1 GB Standard/8 GB DDR2 SDRAM Maximum RAM  72 GB (1 x 72 GB) HDD  Serial Attached SCSI (SAS) RAID Supported Controller  Gigabit Ethernet  RAID Level: 0, 1365 W  DVDReader",Refurbished
"""146GB hotswap 3.5inch 10K U320 **Refurbished** Harddrives / SSD""","HP ProLiant ML110 G5 4U Tower Server  Refurbished  1 x Intel Xeon 3065 Dualcore (2 Core) 2.33 GHz  1 Processor Support  1 GB Standard/8 GB DDR2 SDRAM Maximum RAM  72 GB (1 x 72 GB) HDD  Serial Attached SCSI (SAS) RAID Supported Controller  Gigabit Ethernet  RAID Level: 0, 1365 W  DVDReader",Refurbished
"""36GB hotswap 3.5inch 15K U320 **Refurbished** Harddrives / SSD""","HP ProLiant ML110 G5 4U Tower Server  Refurbished  1 x Intel Xeon 3065 Dualcore (2 Core) 2.33 GHz  1 Processor Support  1 GB Standard/8 GB DDR2 SDRAM Maximum RAM  72 GB (1 x 72 GB) HDD  Serial Attached SCSI (SAS) RAID Supported Controller  Gigabit Ethernet  RAID Level: 0, 1365 W  DVDReader",Refurbished
"""73GB hotswap 3.5inch 15K U320 **Refurbished** Harddrives / SSD""","HP ProLiant DL165 G5 1U Rack Server  Refurbished  1 x AMD Opteron 2352 Quadcore (4 Core) 2.10 GHz  2 Processor Support  2 GB Standard/32 GB DDR2 SDRAM Maximum RAM  Ultra ATA RAID Supported, Serial Attached SCSI (SAS) Controller  Gigabit Ethernet  RAID Level: 0, 1 x 650 W  Server Engines Graphics 32 MB DRAM Graphic Card",Refurbished
"""300GB WTRAY SAS  10K HDD **Refurbished** Harddrives / SSD""","HP ProLiant DL165 G5 1U Rack Server  Refurbished  1 x AMD Opteron 2352 Quadcore (4 Core) 2.10 GHz  2 Processor Support  2 GB Standard/32 GB DDR2 SDRAM Maximum RAM  Ultra ATA RAID Supported, Serial Attached SCSI (SAS) Controller  Gigabit Ethernet  RAID Level: 0, 1 x 650 W  Server Engines Graphics 32 MB DRAM Graphic Card",Refurbished
"""73GB hotswap 3.5inch 15K HS **Refurbished** Harddrives / SSD""","HP ProLiant Barebone System  Refurbished  5U Tower  Socket T LGA775  1 x Processor Support  8 GB DDR2 SDRAM DDR2800/PC26400 Maximum RAM Support  Serial ATA RAID Supported Controller  4 TB HDD Support  ATI ES1000 32 MB Integrated  7 x Total Bays  3 5.25"" Bay(s)  4 3.5"" Bay(s)  4 x Total Expansion Slots  Processor Support (Xeon)  Gigabit Ethernet  1 x 410 W",Refurbished
"""CPU 2.2Ghz **Refurbished** CPU/Processor""","HP ProLiant Barebone System  Refurbished  5U Tower  Socket T LGA775  1 x Processor Support  8 GB DDR2 SDRAM DDR2800/PC26400 Maximum RAM Support  Serial ATA RAID Supported Controller  4 TB HDD Support  ATI ES1000 32 MB Integrated  7 x Total Bays  3 5.25"" Bay(s)  4 3.5"" Bay(s)  4 x Total Expansion Slots  Processor Support (Xeon)  Gigabit Ethernet  1 x 410 W",Refurbished
"""CPU IBM X365 2.7GHZ 400MHZ **Refurbished** CPU/Processor""",Intel Xeon DP X5365 Quadcore (4 Core) 3 GHz Processor Upgrade  Refurbished  8 MB  1333 MHz Bus Speed  65 nm  63&deg;C  1.4 V DC,Refurbished
"""xeon 3gb processor for X365 **Refurbished** CPU/Processor""",Intel Xeon DP X5365 Quadcore (4 Core) 3 GHz Processor Upgrade  Refurbished  8 MB  1333 MHz Bus Speed  65 nm  63&deg;C  1.4 V DC,Refurbished
"""I/O Board Xseries 445 **Refurbished** Other Option Products""",AMD Opteron 2352 Quadcore (4 Core) 2.10 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  65 nm,Refurbished
"""Multiprocessor Epxansion Unit **Refurbished** Processors""",AMD Opteron 2352 Quadcore (4 Core) 2.10 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  65 nm,Refurbished
"""FEATURE CARD **Refurbished** Electrical Parts""",AMD Opteron 2354 Quadcore (4 Core) 2.20 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  Yes  65 nm  75 W  76&deg;C,Refurbished
"""Daughter Card & Mounting **Refurbished** Other Option Products""",AMD Opteron 2354 Quadcore (4 Core) 2.20 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  Yes  65 nm  75 W  76&deg;C,Refurbished
"""Xseries 346 Heatsink  Blank **Refurbished** Other Option Products""",AMD Opteron 2360 SE Quadcore (4 Core) 2.50 GHz Processor Upgrade  Refurbished  Socket F LGA1207  1  2 MB  2 MB Cache  Yes  65 nm  105 W,Refurbished
"""Xserver P4 Xeon Bracket **Refurbished** Processors""",AMD Opteron 2360 SE Quadcore (4 Core) 2.50 GHz Processor Upgrade  Refurbished  Socket F LGA1207  1  2 MB  2 MB Cache  Yes  65 nm  105 W,Refurbished
"""Sata Cable **Refurbished** Bags/cables""",AMD Opteron 2360 SE Quadcore (4 Core) 2.50 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  Yes  65 nm  105 W,Refurbished
"""HDD CAGE **Refurbished** Mechanical Parts""",AMD Opteron 2360 SE Quadcore (4 Core) 2.50 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  Yes  65 nm  105 W,Refurbished
"""6Port Fibre Channel SAN Switc **Refurbished** Other Option Products""",Intel Xeon DP E5405 Quadcore (4 Core) 2 GHz Processor Upgrade  Refurbished  Socket J  12 MB  1333 MHz Bus Speed  45 nm  67&deg;C,Refurbished
"""4PORT GIGABIT SWITCH BLADECNTR **Refurbished** Network""",Intel Xeon DP E5405 Quadcore (4 Core) 2 GHz Processor Upgrade  Refurbished  Socket J  12 MB  1333 MHz Bus Speed  45 nm  67&deg;C,Refurbished
"""Ethernet Switch Modl **Refurbished** Network""",Intel Xeon DP E5430 Quadcore (4 Core) 2.66 GHz Processor Upgrade  Refurbished  12 MB  1333 MHz Bus Speed  45 nm  67&deg;C  1.2 V DC,Refurbished
"""NORTEL NETW. LAYER 23GBE SWCH **Refurbished** Electrical Parts""",Intel Xeon DP E5430 Quadcore (4 Core) 2.66 GHz Processor Upgrade  Refurbished  12 MB  1333 MHz Bus Speed  45 nm  67&deg;C  1.2 V DC,Refurbished
"""Nortel Netw. Layer 23GBE SWCH **Refurbished** Electrical Parts""",AMD Opteron 2354 Quadcore (4 Core) 2.20 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  65 nm,Refurbished
"""X365 XSERIES SERVER POWER BAC **Refurbished** Other Option Products""",AMD Opteron 2354 Quadcore (4 Core) 2.20 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  65 nm,Refurbished
"""X365 SOCKET 603 PROCESSOR BOAR **Refurbished** Processors""",AMD Opteron 2354 Quadcore (4 Core) 2.20 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  Yes  65 nm  75 W  76&deg;C,Refurbished
"""I/O BACKPLANE ASSM XSER365 **Refurbished** Other Option Products""",AMD Opteron 2354 Quadcore (4 Core) 2.20 GHz Processor Upgrade  Refurbished  Socket F LGA1207  2 MB  2 MB Cache  Yes  65 nm  75 W  76&deg;C,Refurbished
"""INTELL MPRO 3.6GHZ PROC **Refurbished** Processors""","REFURBISHED ITEM  HP 15tdy200 Notebook (NONTOUCH), Windows 10 Home 64Bit, Intel Core i71165G7 QuadCore Processor 2.80GHz, 16GB DDR4 2666 RAM (2x8GB), 16GB Optane Memory, Intel Iris Xe Graphics (Integrated), 256GB PCIe NVMe SSD, Finish: Natural Silver, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch FHD LEDBacklit UWVA BrightView Display, Wireless AC 1x1 + Bluetooth 4.2, Multiformat SD media card reader, Integrated dual speakers, Fullsize islandstyle natural silver keyboard with numeric keypad, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Refurbished
"""INTELL MPRO 3.6GHZ PROC **Refurbished** Processors""","REFURBISHED ITEM  HP 15tdy200 Notebook (NONTOUCH), Windows 10 Home 64Bit, Intel Core i71165G7 QuadCore Processor 2.80GHz, 16GB DDR4 2666 RAM (2x8GB), 16GB Optane Memory, Intel Iris Xe Graphics (Integrated), 256GB PCIe NVMe SSD, Finish: Natural Silver, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch FHD LEDBacklit UWVA BrightView Display, Wireless AC 1x1 + Bluetooth 4.2, Multiformat SD media card reader, Integrated dual speakers, Fullsize islandstyle natural silver keyboard with numeric keypad, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Recertified
"""IEEE 1394 FIREWIRE CBL 6223 **Refurbished** Bags/cables""","REFURBISHED ITEM  HP 15tdy200 Notebook (NONTOUCH), Windows 10 Home 64Bit, Intel Core i71165G7 QuadCore Processor 2.80GHz, 16GB DDR4 2666 RAM (2x8GB), 16GB Optane Memory, Intel Iris Xe Graphics (Integrated), 256GB PCIe NVMe SSD, Finish: Natural Silver, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch FHD LEDBacklit SVA AntiGlare Display, Wireless AC 1x1 + Bluetooth 4.2, Multiformat SD media card reader, Integrated dual speakers, Fullsize islandstyle natural silver keyboard with numeric keypad, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Refurbished
"""IEEE 1394 FIREWIRE CBL 6223 **Refurbished** Bags/cables""","REFURBISHED ITEM  HP 15tdy200 Notebook (NONTOUCH), Windows 10 Home 64Bit, Intel Core i71165G7 QuadCore Processor 2.80GHz, 16GB DDR4 2666 RAM (2x8GB), 16GB Optane Memory, Intel Iris Xe Graphics (Integrated), 256GB PCIe NVMe SSD, Finish: Natural Silver, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch FHD LEDBacklit SVA AntiGlare Display, Wireless AC 1x1 + Bluetooth 4.2, Multiformat SD media card reader, Integrated dual speakers, Fullsize islandstyle natural silver keyboard with numeric keypad, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Recertified
"""Xseries 3400 Front Panel Usb **Refurbished** Other Option Products""","REFURBISHED ITEM  HP 15tdy200 Notebook (NONTOUCH), Windows 10 Home 64Bit, Intel Core i71165G7 QuadCore Processor 2.80GHz, 16GB DDR4 2666 RAM (2x8GB), Intel Iris Xe Graphics (Integrated), 256GB PCIe NVMe Value SSD, Finish: Natural Silver, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch FHD LEDBacklit UWVA BrightView Display, Intel WiFi 6 AX201 2x2 MUMIMO nvP 160MHz + Bluetooth 5, Multiformat SD media card reader, Integrated dual speakers, Fullsize islandstyle natural silver keyboard with numeric keypad, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Refurbished
"""Xseries 3400 Front Panel Usb **Refurbished** Other Option Products""","REFURBISHED ITEM  HP 15tdy200 Notebook (NONTOUCH), Windows 10 Home 64Bit, Intel Core i71165G7 QuadCore Processor 2.80GHz, 16GB DDR4 2666 RAM (2x8GB), Intel Iris Xe Graphics (Integrated), 256GB PCIe NVMe Value SSD, Finish: Natural Silver, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch FHD LEDBacklit UWVA BrightView Display, Intel WiFi 6 AX201 2x2 MUMIMO nvP 160MHz + Bluetooth 5, Multiformat SD media card reader, Integrated dual speakers, Fullsize islandstyle natural silver keyboard with numeric keypad, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Recertified
"""MYRINET 333 SGLFIBER PCIX W2G **Refurbished** Other Option Products""","REFURBISHED ITEM  HP 15tdy200 Notebook (NONTOUCH), Windows 10 Home 64Bit, Intel Core i71165G7 QuadCore Processor 2.80GHz, 16GB DDR4 2666 RAM (2x8GB), 32GB Optane Memory, Intel Iris Xe Graphics (Integrated), 512GB PCIe NVMe SSD, Finish: Snowflake White, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch FHD LEDBacklit UWVA BrightView Display, Intel WiFi 6 AX201 2x2 MUMIMO nvP 160MHz + Bluetooth 5, Multiformat SD media card reader, Integrated dual speakers, Fullsize islandstyle snowflake white backlit keyboard with numeric keypad, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Refurbished
"""MYRINET 333 SGLFIBER PCIX W2G **Refurbished** Other Option Products""","REFURBISHED ITEM  HP 15tdy200 Notebook (NONTOUCH), Windows 10 Home 64Bit, Intel Core i71165G7 QuadCore Processor 2.80GHz, 16GB DDR4 2666 RAM (2x8GB), 32GB Optane Memory, Intel Iris Xe Graphics (Integrated), 512GB PCIe NVMe SSD, Finish: Snowflake White, Integrated Webcam, NO OPTICAL DRIVE, 15.6inch FHD LEDBacklit UWVA BrightView Display, Intel WiFi 6 AX201 2x2 MUMIMO nvP 160MHz + Bluetooth 5, Multiformat SD media card reader, Integrated dual speakers, Fullsize islandstyle snowflake white backlit keyboard with numeric keypad, 45W AC Adapter, 3Cell 41WHr Long Life Battery, Factory Recertified CTO",Recertified
"""TRANSCEIVER SFP4GB  FC(Kit) **Refurbished** Electrical Parts""","REFURBISHED ITEM  HP Laptop 17by4063cl (NONTOUCH), Windows 10 Home 64Bit, Intel Core i51135G7 QuadCore Processor 2.40GHz, 12GB DDR42666 MHz RAM (1 x 4GB, 1 x 8GB), Intel Iris Xe Graphics (Integrated), 1TB 5400 rpm SATA HDD, Finish: Natural silver (Top cover) & Natural silver with a vertical brushed pattern (Keyboard deck), HP True Vision 720p HD camera with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ BrightView Display (1600 x 900), Integrated 10/100/1000 GbE LAN, Realtek RTL8821CEM 802.11a/b/g/n/ac (1x1) WiFi + Bluetooth 4.2 (MUMIMO supported), Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Refurbished
"""TRANSCEIVER SFP4GB  FC(Kit) **Refurbished** Electrical Parts""","REFURBISHED ITEM  HP Laptop 17by4063cl (NONTOUCH), Windows 10 Home 64Bit, Intel Core i51135G7 QuadCore Processor 2.40GHz, 12GB DDR42666 MHz RAM (1 x 4GB, 1 x 8GB), Intel Iris Xe Graphics (Integrated), 1TB 5400 rpm SATA HDD, Finish: Natural silver (Top cover) & Natural silver with a vertical brushed pattern (Keyboard deck), HP True Vision 720p HD camera with integrated digital microphone, DVDWriter, 17.3inch diagonal HD+ BrightView Display (1600 x 900), Integrated 10/100/1000 GbE LAN, Realtek RTL8821CEM 802.11a/b/g/n/ac (1x1) WiFi + Bluetooth 4.2 (MUMIMO supported), Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Recertified
"""cage assy x series 336 **Refurbished** Mechanical Parts""","REFURBISHED ITEM  HP Laptop 15dy2005tg (TOUCHSCREEN), Windows 10 Home in S mode, Intel Pentium Gold 7505 DualCore Processor 2.00GHz, 8GB DDR43200 MHz RAM (1 X 8GB), Intel UHD Graphics (Integrated), 256GB PCIe NVMe M.2 SSD, Finish: Natural silver (Top cover) & Natural silver with a vertical brushed pattern (Keyboard deck), HP True Vision 720p HD camera with integrated dual array digital microphones, NO OPTICAL DRIVE, 15.6inch diagonal HD microedge BrightView Touchscreen Display (1366 x 768), Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) WiFi + Bluetooth 5.0 (MUMIMO supported), Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Refurbished
"""cage assy x series 336 **Refurbished** Mechanical Parts""","REFURBISHED ITEM  HP Laptop 15dy2005tg (TOUCHSCREEN), Windows 10 Home in S mode, Intel Pentium Gold 7505 DualCore Processor 2.00GHz, 8GB DDR43200 MHz RAM (1 X 8GB), Intel UHD Graphics (Integrated), 256GB PCIe NVMe M.2 SSD, Finish: Natural silver (Top cover) & Natural silver with a vertical brushed pattern (Keyboard deck), HP True Vision 720p HD camera with integrated dual array digital microphones, NO OPTICAL DRIVE, 15.6inch diagonal HD microedge BrightView Touchscreen Display (1366 x 768), Realtek RTL8822CE 802.11a/b/g/n/ac (2x2) WiFi + Bluetooth 5.0 (MUMIMO supported), Multiformat SD media card reader, HD Audio with stereo speakers, Fullsize backlit natural silver keyboard with numeric keypad, 45W Smart AC power adapter, 3cell 41WHr Liion Battery, Factory Recertified",Recertified
